session,group,date,expName,psychopyVersion,OS,frameRate,participant,expt,status,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Word,WordClass,FilePath,Target,Foil,TargetPositionX,TargetPositionY,FoilPositionX,FoilPositionY,CorrectKey,textbox.text,enter.keys,enter.rt,textbox_2.text,enter_2.keys,enter_2.rt,textbox_3.text,enter_3.keys,enter_3.rt,textbox_4.text,enter_4.keys,enter_4.rt,slider.response,slider.rt,key_resp_3.keys,key_resp_3.rt,slider_2.response,slider_2.rt,key_resp_4.keys,key_resp_4.rt 
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,s,1,0.907,0,43,43,43,1,yume,Noun,062-yume.mp3,dream,mother,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,s,0,2.697,0,44,44,44,1,kasaneru,Verb,100-kasaneru.mp3,to stack,to express,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,s,1,2.668,0,45,45,45,1,katsukatsu,Mim,033-katsukatsu.mp3,"barely, scraping by",spongy,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,k,0,0.793,0,46,46,46,1,pekon,Mim,030-pekon.mp3,bowing lightly and casually,fat,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,k,0,1.081,0,47,47,47,1,kotori,Mim,036-kotori.mp3,sound of something little falling or moving,empty,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,k,1,2.082,0,48,48,48,1,tsuma,Noun,053-tsuma.mp3,wife,past,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,k,1,1.213,0,49,49,49,1,nakama,Noun,066-nakama.mp3,friend,light,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,,,,,,,,,,,,,,,,,,,26,right,2.798,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,Female,right,1.802,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English ,right,2.808,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Welsh,right,1.535,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.47,right,1.85,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.655,right,0.591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68354,63,2023-10-05_09h48.43.133,e1,2022.2.5,MacIntel,58.82352941,136,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿session,group,date,expName,psychopyVersion,OS,frameRate,participant,expt,status,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Word,WordClass,FilePath,Target,Foil,TargetPositionX,TargetPositionY,FoilPositionX,FoilPositionY,CorrectKey,textbox.text,enter.keys,enter.rt,textbox_2.text,enter_2.keys,enter_2.rt,textbox_3.text,enter_3.keys,enter_3.rt,textbox_4.text,enter_4.keys,enter_4.rt,slider.response,slider.rt,key_resp_3.keys,key_resp_3.rt,slider_2.response,slider_2.rt,key_resp_4.keys,key_resp_4.rt
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,s,49.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,s,3.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,6.051,0,0,0,0,1,Left,AttentionCheck,Check_Left.mp3,to compare,to trust,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,0,3.839,0,1,1,1,1,wasureru,Verb,085-wasureru.mp3,to forget,to call,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,0,2.269,0,2,2,2,1,hitotsu,Noun,068-hitotsu.mp3,one,form,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,6.885,0,3,3,3,1,hajimeru,Verb,084-hajimeru.mp3,to start,to define,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,0,2.466,0,4,4,4,1,tegaruna,Adj,002-tegaruna.mp3,simple,skillful,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,1.664,0,5,5,5,1,tochi,Noun,056-tochi.mp3,land,conversation,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,2.302,0,6,6,6,1,hitoshii,Adj,007-hitoshii.mp3,equal,strong,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,0,2.416,0,7,7,7,1,tsubuyaku,Verb,090-tsubuyaku.mp3,to speak to oneself in a quiet voice,to look up,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,1,2.606,0,8,8,8,1,nigatena,Adj,009-nigatena.mp3,bad at,disadvantaged,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,0,2.632,0,9,9,9,1,mijikana,Adj,003-mijikana.mp3,familiar,rich,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,3.324,0,10,10,10,1,nosori,Mim,027-nosori.mp3,sluggishly,with a bang,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,0,3.818,0,11,11,11,1,kasaneru,Verb,100-kasaneru.mp3,to stack,to get on,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,0,2.083,0,12,12,12,1,gusha,Mim,046-gusha.mp3,sound of something being squashed,fat,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,0,1.55,0,13,13,13,1,karari,Mim,026-karari.mp3,dry,restless,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,1,2.582,0,14,14,14,1,haha,Noun,070-haha.mp3,mother,vicinity,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,0,2.084,0,15,15,15,1,kimazui,Adj,017-kimazui.mp3,awkward,round,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,0,2.634,0,16,16,16,1,yomu,Verb,091-yomu.mp3,to read,to die,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,0,5,0,17,17,17,1,hiratai,Adj,022-hiratai.mp3,flat,wide,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,1,2.128,0,18,18,18,1,futsufutsu,Mim,047-futsufutsu.mp3,simmer,wander,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,0,1.298,0,19,19,19,1,mamoru,Verb,098-mamoru.mp3,to protect,to show,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,1,3.799,0,20,20,20,1,katsukatsu,Mim,033-katsukatsu.mp3,"barely, scraping by","flicker of light, trickle of water",0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,0,2.185,0,21,21,21,1,namida,Noun,063-namida.mp3,tears,light,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,2.149,0,22,22,22,1,tomonau,Verb,080-tomonau.mp3,to accompany,to deepen,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,1.616,0,23,23,23,1,kitanai,Adj,012-kitanai.mp3,dirty,poor,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,1.408,0,24,24,24,1,yuku,Verb,077-yuku.mp3,to go,to consist,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,0,2.165,0,25,25,25,1,petan,Mim,043-petan.mp3,sound of something making firm contact with a flat surface,spontaneously,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,0,1.316,0,26,26,26,1,marena,Adj,005-marena.mp3,rare,pure,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,3.249,0,27,27,27,1,pekon,Mim,030-pekon.mp3,bowing lightly and casually,"moving like a chick, chick-like",-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,0,4.851,0,28,28,28,1,sakana,Noun,057-sakana.mp3,fish,this year,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,2.102,0,29,29,29,1,kuchi,Noun,067-kuchi.mp3,mouth,wife,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,1,1.84,0,30,30,30,1,betsuna,Adj,006-betsuna.mp3,another,cold,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,1,1.014,0,31,31,31,1,matsuri,Noun,065-matsuri.mp3,festival,dream,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,0,2.837,0,32,32,32,1,kebakeba,Mim,040-kebakeba.mp3,too much makeup,sound of something little falling or moving,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,2.571,0,33,33,33,1,shobon,Mim,044-shobon.mp3,"downheartedly, dejectedly",gently falling,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,3.186,0,34,34,34,1,nakama,Noun,066-nakama.mp3,friend,flower,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,1,1.57,0,35,35,35,1,garan,Mim,038-garan.mp3,empty,dropping one's head or shoulders,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,1.6,0,36,36,36,1,hiku,Verb,094-hiku.mp3,to pull,to wrong,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,1,3.334,0,37,37,37,1,Right,AttentionCheck,Check_Right.mp3,shape,body,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,1.854,0,38,38,38,1,tobu,Verb,099-tobu.mp3,to jump,to summarize,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,0,1.315,0,39,39,39,1,mitsumeru,Verb,088-mitsumeru.mp3,to stare,to spread,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,1,2.049,0,40,40,40,1,mukashi,Noun,054-mukashi.mp3,long time ago,local,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,1,2.266,0,41,41,41,1,tegami,Noun,051-tegami.mp3,letter (as in mail),limit,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,1.317,0,42,42,42,1,goshagosha,Mim,034-goshagosha.mp3,messy,spongy,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,0,1.791,0,43,43,43,1,noberu,Verb,078-noberu.mp3,to express,to overlap,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,0,2.808,0,44,44,44,1,shiroi,Adj,023-shiroi.mp3,white,early,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,k,0,3.653,0,45,45,45,1,moji,Noun,071-moji.mp3,letter (as in alphabet),other,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,1.089,0,46,46,46,1,mizu,Noun,060-mizu.mp3,water,word,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,0,2.027,0,47,47,47,1,funyafunya,Mim,050-funyafunya.mp3,"soft and limp; or mumbling, talking with food in mouth","with a flash, brightly, dazzlingly",0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,1.898,0,48,48,48,1,kusai,Adj,015-kusai.mp3,smelly,serious,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,s,1,1.499,0,49,49,49,1,kurai,Adj,016-kurai.mp3,dark,sleepy,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,,,,,,,,,,,,,,,,,,,52,right,6.312,,,,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,Male,right,2.036,,,,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,right,2.615,,,,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,right,1.486,,,,,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.211,right,3.337,,,,
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.943,right,1.772
68194,89,2023-09-25_09h58.27.126,e1,2022.2.5,Win32,59.95203837,13,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿session,group,date,expName,psychopyVersion,OS,frameRate,participant,expt,status,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Word,WordClass,FilePath,Target,Foil,TargetPositionX,TargetPositionY,FoilPositionX,FoilPositionY,CorrectKey,textbox.text,enter.keys,enter.rt,textbox_2.text,enter_2.keys,enter_2.rt,textbox_3.text,enter_3.keys,enter_3.rt,textbox_4.text,enter_4.keys,enter_4.rt,slider.response,slider.rt,key_resp_3.keys,key_resp_3.rt,slider_2.response,slider_2.rt,key_resp_4.keys,key_resp_4.rt
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,s,10.6071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,s,3.3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,s,1,3.1282,0,0,0,0,1,Left,AttentionCheck,Check_Left.mp3,to compare,to trust,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,s,1,1.2529,0,1,1,1,1,toboshii,Adj,011-toboshii.mp3,poor,another,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,s,0,1.0617,0,2,2,2,1,katachi,Noun,059-katachi.mp3,form,word,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,k,0,1.0545,0,3,3,3,1,burari,Mim,042-burari.mp3,wander,too much makeup,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,s,1,1.3808,0,4,4,4,1,kitanai,Adj,012-kitanai.mp3,dirty,pure,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,k,0,1.1187,0,5,5,5,1,mitsumeru,Verb,088-mitsumeru.mp3,to stare,to call,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,k,0,1.0982,0,6,6,6,1,hoka,Noun,075-hoka.mp3,other,letter (as in mail),-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,s,1,1.3474,0,7,7,7,1,nigatena,Adj,009-nigatena.mp3,bad at,strong,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,k,1,0.9659,0,8,8,8,1,takumina,Adj,004-takumina.mp3,skillful,disadvantaged,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,k,0,0.8386,0,9,9,9,1,gakun,Mim,039-gakun.mp3,dropping one's head or shoulders,dry,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,k,0,1.4995,0,10,10,10,1,nosori,Mim,027-nosori.mp3,sluggishly,bowing lightly and casually,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,s,1,0.8287,0,11,11,11,1,sakana,Noun,057-sakana.mp3,fish,land,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,s,1,0.7643,0,12,12,12,1,marui,Adj,025-marui.mp3,round,rare,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,s,1,1.2623,0,13,13,13,1,tsuratsura,Mim,029-tsuratsura.mp3,spontaneously,"moving like a chick, chick-like",-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,k,1,1.2564,0,14,14,14,1,tsubuyaku,Verb,090-tsubuyaku.mp3,to speak to oneself in a quiet voice,to summarize,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,s,1,0.8107,0,15,15,15,1,samui,Adj,021-samui.mp3,cold,equal,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,s,0,1.2221,0,16,16,16,1,futsufutsu,Mim,047-futsufutsu.mp3,simmer,empty,0.3,0,-0.3,0,k,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,s,1,0.7447,0,17,17,17,1,mijikana,Adj,003-mijikana.mp3,familiar,simple,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
68222,62,2023-10-03_09h23.16.596,e1,2022.2.5,MacIntel,59.84082341,14,264,pilot,,,,,s,1,1.201,0,18,18,18,1,kagiri,Noun,061-kagiri.mp3,limit,long time ago,-0.3,0,0.3,0,s,,,,,,,,,,,,,,,,,,,,
