participant,word,word_class,icon,rt_z,icon_z,quantile,rt,acc
103,kuchi,Noun,2.2,-0.2937022682622274,0.40780726823052943,4,1.2817,1
103,gakun,Mim,1.928571429,-0.012194595403340183,0.07432201818514013,3,1.9667,0
103,burari,Mim,2.153846154,-0.2542500980513469,0.3511012743951699,4,1.3777,0
103,tsuratsura,Mim,1,0.2476965758608355,-1.0665485764033318,1,2.5991,0
103,buwabuwa,Mim,1.272727273,0.1413811963446396,-0.7314677022878279,2,2.3404,0
103,yume,Noun,1.777777778,-0.354442171982729,-0.11094756571946719,3,1.1339,0
103,katachi,Noun,1.375,-0.4591548070841078,-0.6058123749552502,2,0.8791,1
103,marena,Adj,1.083333333,-0.3059077834212186,-0.9641627542688571,1,1.252,0
103,namida,Noun,1.8,-0.11686613449408262,-0.08364467998075774,3,1.712,1
103,shiraberu,Verb,2,-0.17514027757640407,0.1620812941248857,3,1.5702,1
103,garan,Mim,1.75,-0.24693500815807945,-0.14507617350716867,3,1.3955,1
103,nigatena,Adj,1.235294118,-0.29756529326204284,-0.7774591946689405,2,1.2723,0
103,hajimeru,Verb,1.5,-7.69904446439337e-4,-0.45223364113922304,2,1.9945,0
103,furui,Adj,1.909090909,0.03461376071144419,0.05038766941971763,3,2.0806,0
103,tegami,Noun,0.3,-0.027728887423874332,-1.926589485773084,1,1.9289,0
103,tsubuyaku,Verb,2,0.1466414857060905,0.1620812941248857,3,2.3532,0
103,karari,Mim,0.428571429,-0.3551408041635466,-1.768622787607186,1,1.1322,0
103,hana,Noun,2.857142857,-0.3068529916658543,1.215192611544982,5,1.2497,1
103,pekon,Mim,1,0.16644976283280344,-1.0665485764033318,1,2.4014,1
103,tomonau,Verb,1.090909091,-0.23871580603081266,-0.9548549516981637,1,1.4155,1
103,kebakeba,Mim,2,-0.15377035204551043,0.1620812941248857,3,1.6222,0
103,betsuna,Adj,1.142857143,-0.3649627507056304,-0.8910300232952106,2,1.1083,1
103,mamoru,Verb,2.714285714,-0.21529107996810234,1.039674058436861,5,1.4725,0
103,shobon,Mim,2.5,-0.3477846182596429,0.7763962293889944,4,1.1501,1
103,mizu,Noun,1.5,-0.2787844164012382,-0.45223364113922304,2,1.318,1
103,yutakana,Adj,2.076923077,-0.4019902562889673,0.2565912842600278,3,1.0182,1
103,hiratai,Adj,2.909090909,-0.43663419325539676,1.2790175399479353,5,0.9339,0
103,yuku,Verb,0.818181818,-0.15820872119423454,-1.2899358258136677,1,1.6114,0
103,kurai,Adj,2.166666667,-0.3533736757061842,0.3668529396224651,4,1.1365,1
103,nukeru,Verb,1.6875,-0.19153758582030134,-0.22186554041518225,3,1.5303,1
103,kotoba,Noun,2.727272727,-0.40145600815069493,1.0556302905375994,5,1.0195,0
103,noru,Verb,2.3,-0.4280040310217667,0.5306702552833508,4,0.9549,0
103,marui,Adj,3.666666667,-0.4851685818169072,2.2097977454147912,5,0.8158,1
103,nosori,Mim,0.9,0.14639490964227234,-1.1894115634561535,1,2.3526,1
103,wasureru,Verb,1.545454545,-0.3490174985787329,-0.39638682940095415,2,1.1471,1
103,haha,Noun,2.357142857,-0.052674165880129006,0.6008776762808733,4,1.8682,1
103,harari,Mim,2.571428571,-0.3931957100127918,0.8641555053287403,4,1.0396,0
103,funyafunya,Mim,3.833333333,-0.08201671747447148,2.4145693896837415,5,1.7968,1
103,tsuma,Noun,0.65,-0.3658668629396297,-1.4965690310882078,1,1.1061,1
103,kusai,Adj,2.083333333,-0.4030998485761483,0.2644671162593607,3,1.0155,1
103,hayamena,Adj,0.083333333,-0.40815465788441735,-2.192792624797075,1,1.0032,0
103,hitoshii,Adj,1.214285714,-0.4267711507026766,-0.8032707473554651,2,0.9579,0
103,matomeru,Verb,2.363636364,-0.37527784937535025,0.6088557929455575,4,1.0832,0
104,nukeru,Verb,1.6875,0.5019575936678334,-0.22186554041518225,3,3.2178,1
104,matomeru,Verb,2.363636364,-0.217592456563737,0.6088557929455575,4,1.4669,0
104,noberu,Verb,0.928571429,-0.08131808529365378,-1.1543078523430774,1,1.7985,0
104,nigatena,Adj,1.235294118,-0.34729146613200684,-0.7774591946689405,2,1.1513,0
104,yutakana,Adj,2.076923077,-0.12167436773853371,0.2565912842600278,3,1.7003,0
104,kimazui,Adj,2.222222222,-0.13470180311025148,0.43511015396923863,4,1.6686,1
104,nemui,Adj,3.583333333,-0.23809936587126762,2.107411922051687,5,1.417,1
104,chirochiro,Mim,2.133333333,2.076797817262785,0.32589860978577134,4,7.0499,1
104,jimoto,Noun,1.285714286,0.15288807932281312,-0.7155114701870898,2,2.3684,1
104,harari,Mim,2.571428571,0.07743580379450415,0.8641555053287403,4,2.1848,0
104,yume,Noun,1.777777778,-0.24208567890299204,-0.11094756571946719,3,1.4073,1
104,katachi,Noun,1.375,-0.4769493796896404,-0.6058123749552502,2,0.8358,1
104,yobu,Verb,0.416666667,-0.573155140589298,-1.7832493338019153,1,0.6017,1
104,samui,Adj,2.769230769,-0.5241275999001517,1.1071811942476768,5,0.721,1
104,yomu,Verb,2.125,0.05902479102942658,0.3156600279409129,4,2.14,0
104,fukameru,Verb,1,-0.05144128556103903,-1.0665485764033318,1,1.8712,0
104,buwabuwa,Mim,1.272727273,-0.45751096665865437,-0.7314677022878279,2,0.8831,0
104,mukashi,Noun,0.785714286,-0.146208686088425,-1.3298264054511986,1,1.6406,1
104,toboshii,Adj,1.8,-0.2660035570933384,-0.08364467998075774,3,1.3491,0
104,hikari,Noun,2.25,-0.5579496166538545,0.46923876175694007,4,0.6387,0
104,kebakeba,Mim,2,-0.6207443209061727,0.1620812941248857,3,0.4859,0
104,garan,Mim,1.75,-0.10840035630299785,-0.14507617350716867,3,1.7326,1
104,mijikana,Adj,0.833333333,-0.21048284672365128,-1.2713202219009114,1,1.4842,0
104,hiratai,Adj,2.909090909,-0.285770738209415,1.2790175399479353,5,1.301,1
104,hitoshii,Adj,1.214285714,-0.5586482488346721,-0.8032707473554651,2,0.637,1
104,katsukatsu,Mim,1.333333333,-0.12837301747225613,-0.6570052866368027,2,1.684,1
104,tobu,Verb,3.2,-0.5918538254288299,1.6364371387587469,5,0.5562,1
104,hiku,Verb,2.352941176,-0.4464561397974805,0.5957153654978423,4,0.91,1
104,kasaneru,Verb,3.3,-0.1608388658749599,1.7593001258115684,5,1.605,1
104,tsuma,Noun,0.65,-0.5783743339401124,-1.4965690310882078,1,0.589,0
104,kuchi,Noun,2.2,-0.5630044259621236,0.40780726823052943,4,0.6264,0
104,matsuri,Noun,2,-0.40922315416096205,0.1620812941248857,3,1.0006,1
104,shiroi,Adj,3.083333333,-0.47805897197682135,1.4930969867875783,5,0.8331,1
104,naritatsu,Verb,1.181818182,-0.45697671852038213,-0.843161326992996,2,0.8844,1
104,futsufutsu,Mim,3.2,-0.47094936213673555,1.6364371387587469,5,0.8504,0
104,hoka,Noun,3,-0.2854830661349606,1.3907111646531032,5,1.3017,0
104,burari,Mim,2.153846154,-0.450565740861114,0.3511012743951699,4,0.9,0
104,tochi,Noun,1.2,-0.5784154299507488,-0.8208226022976883,2,0.5889,1
104,kotori,Mim,1.7,2.441113951553885,-0.2065076670335796,3,7.9364,1
104,hayamena,Adj,0.083333333,-0.4427164028295742,-2.192792624797075,1,0.9191,0
104,chikaku,Noun,2.769230769,-0.08012630098520014,1.1071811942476768,5,1.8014,0
104,tegaruna,Adj,0.8,-0.5865935360673792,-1.3122745505089752,1,0.569,1
104,goshagosha,Mim,1.5,0.2637240200090058,-0.45223364113922304,2,2.6381,0
104,kotoba,Noun,2.727272727,0.00995615432964382,1.0556302905375994,5,2.0206,0
104,gatan,Mim,3.411764706,-0.22807193927600217,1.8966175820739728,5,1.4414,1
104,miseru,Verb,1.461538462,0.22176499314930884,-0.49948863559247914,2,2.536,0
104,nosori,Mim,0.9,-0.360113421450543,-1.1894115634561535,1,1.1201,1
104,mitsumeru,Verb,1.923076923,-0.5407714842078669,0.06757130398974359,3,0.6805,0
105,tsuma,Noun,0.65,0.8790545872668333,-1.4965690310882078,1,4.1354,0
105,kiyoi,Adj,2.583333333,1.241069344962299,0.8787820515234694,4,5.0163,0
105,mizu,Noun,1.5,2.5087990810719276,-0.45223364113922304,2,8.1011,0
105,kimazui,Adj,2.222222222,0.19912109128868888,0.43511015396923863,4,2.4809,1
105,matsuri,Noun,2,0.5535741830270687,0.1620812941248857,3,3.3434,1
105,yume,Noun,1.777777778,1.3479189726167669,-0.11094756571946719,3,5.2763,1
105,haha,Noun,2.357142857,3.884118173027478,0.6008776762808733,4,11.4477,0
105,hoka,Noun,3,-0.04424948369968057,1.3907111646531032,5,1.8887,1
105,mukashi,Noun,0.785714286,0.7768488088142709,-1.3298264054511986,1,3.8867,1
105,fukameru,Verb,1,0.5557522715907945,-1.0665485764033318,1,3.3487,0
105,noberu,Verb,0.928571429,0.5408755157404417,-1.1543078523430774,1,3.3125,1
105,yobu,Verb,0.416666667,-0.008043898329070459,-1.7832493338019153,1,1.9768,1
105,tomonau,Verb,1.090909091,0.07792895592214011,-0.9548549516981637,1,2.186,1
105,wasureru,Verb,1.545454545,0.543628948453076,-0.39638682940095415,2,3.3192,0
105,yuku,Verb,0.818181818,0.6500676160011808,-1.2899358258136677,1,3.5782,1
105,gatan,Mim,3.411764706,0.02849045512663047,1.8966175820739728,5,2.0657,1
105,kuchi,Noun,2.2,-0.19679787518175204,0.40780726823052943,4,1.5175,0
105,samui,Adj,2.769230769,-0.1764553499167668,1.1071811942476768,5,1.567,1
105,debudebu,Mim,1.736842105,-0.21845547278709998,-0.16124235633744252,3,1.4648,0
105,buwabuwa,Mim,1.272727273,0.5967249941952194,-0.7314677022878279,2,3.4484,1
105,petan,Mim,2.307692308,2.0749895927947866,0.5401212546654541,4,7.0455,1
105,hiratai,Adj,2.909090909,1.6707281361651698,1.2790175399479353,5,6.0618,0
105,kusai,Adj,2.083333333,0.4103956819700815,0.2644671162593607,3,2.995,0
105,kurai,Adj,2.166666667,0.037778153530441824,0.3668529396224651,4,2.0883,0
105,wasawasa,Mim,3.3,-0.1981951395433874,1.7593001258115684,5,1.5141,1
105,tsubuyaku,Verb,2,0.4798068439348494,0.1620812941248857,3,3.1639,1
105,nosori,Mim,0.9,0.9324794010940674,-1.1894115634561535,1,4.2654,1
105,goshagosha,Mim,1.5,0.3171077378256034,-0.45223364113922304,2,2.768,0
105,tochi,Noun,1.2,1.0604934742262477,-0.8208226022976883,2,4.5769,1
105,yutakana,Adj,2.076923077,1.2049870476235975,0.2565912842600278,3,4.9285,1
105,furina,Adj,1.222222222,1.0496441274182555,-0.7935197165589789,2,4.5505,1
105,machigau,Verb,1.2,0.3086830556451551,-0.8208226022976883,2,2.7475,0
105,hiyohiyo,Mim,1,0.32195706708069083,-1.0665485764033318,1,2.7798,1
105,pekon,Mim,1,1.5035495648965636,-1.0665485764033318,1,5.655,0
105,hitotsu,Noun,2.230769231,-0.023619286360240938,0.4456112645303121,4,1.9389,1
105,chikaku,Noun,2.769230769,0.29376520378416576,1.1071811942476768,5,2.7112,0
105,betsuna,Adj,1.142857143,-0.0755235477939307,-0.8910300232952106,2,1.8126,0
105,tsuyoi,Adj,2.3125,1.1193018654468414,0.5460281286649536,4,4.72,0
105,hajimeru,Verb,1.5,1.993331819660391,-0.45223364113922304,2,6.8468,0
105,hiku,Verb,2.352941176,-0.28182552118832693,0.5957153654978423,4,1.3106,0
105,busuri,Mim,1.625,0.4657520082972233,-0.2986549073231959,2,3.1297,0
105,takumina,Adj,0.944444444,0.023024685711998023,-1.1348057919787349,1,2.0524,0
105,miseru,Verb,1.461538462,0.5411220918042596,-0.49948863559247914,2,3.3131,1
105,shobon,Mim,2.5,0.4512862125532337,0.7763962293889944,4,3.0945,0
105,karari,Mim,0.428571429,1.021000208004731,-1.768622787607186,1,4.4808,1
105,tobu,Verb,3.2,-0.4911275033591756,1.6364371387587469,5,0.8013,0
105,marena,Adj,1.083333333,-0.19420882651166302,-0.9641627542688571,1,1.5238,0
105,sakana,Noun,1.25,1.4592891614412318,-0.7593911087712775,2,5.5473,1
106,tomonau,Verb,1.090909091,0.13772365139800602,-0.9548549516981637,1,2.3315,0
106,naritatsu,Verb,1.181818182,-0.21500340789364797,-0.843161326992996,2,1.4732,1
106,kiyoi,Adj,2.583333333,-0.5976894589391893,0.8787820515234694,4,0.542,0
106,tsuratsura,Mim,1,-0.09668799327164261,-1.0665485764033318,1,1.7611,1
106,mitsumeru,Verb,1.923076923,-0.45677123846720036,0.06757130398974359,3,0.8849,1
106,tegami,Noun,0.3,-0.3704696161308992,-1.926589485773084,1,1.0949,1
106,samui,Adj,2.769230769,-0.07474272359184035,1.1071811942476768,5,1.8145,0
106,nakama,Noun,2.142857143,-0.51114126053907,0.33759984723300684,4,0.7526,0
106,pikari,Mim,1.2,0.2622034676154613,-0.8208226022976883,2,2.6344,0
106,furui,Adj,1.909090909,-0.6266621464378047,0.05038766941971763,3,0.4715,1
106,matsuri,Noun,2,-0.620908704948718,0.1620812941248857,3,0.4855,1
106,kotori,Mim,1.7,-0.34375720921728214,-0.2065076670335796,3,1.1599,0
106,buwabuwa,Mim,1.272727273,-0.2279897472547295,-0.7314677022878279,2,1.4416,1
106,marena,Adj,1.083333333,-0.39196282969370183,-0.9641627542688571,1,1.0426,0
106,yuku,Verb,0.818181818,-0.5488673983032246,-1.2899358258136677,1,0.6608,1
106,shiraberu,Verb,2,-0.4572232945842001,0.1620812941248857,3,0.8838,1
106,shinu,Verb,2.25,-0.5254837682511507,0.46923876175694007,4,0.7177,1
106,hikari,Noun,2.25,-0.6015113879283684,0.46923876175694007,4,0.5327,0
106,burari,Mim,2.153846154,-0.5817442068122918,0.3511012743951699,4,0.5808,1
106,yume,Noun,1.777777778,-0.6893746586688503,-0.11094756571946719,3,0.3189,0
106,katachi,Noun,1.375,-0.5748811730360239,-0.6058123749552502,2,0.5975,1
106,chirochiro,Mim,2.133333333,-0.5664564908555756,0.32589860978577134,4,0.618,0
106,nosori,Mim,0.9,-0.4326478802236724,-1.1894115634561535,1,0.9436,0
106,noru,Verb,2.3,-0.2399075903392663,0.5306702552833508,4,1.4126,1
106,hitotsu,Noun,2.230769231,0.07460017906059715,0.4456112645303121,4,2.1779,1
106,marui,Adj,3.666666667,-0.5822784549505642,2.2097977454147912,5,0.5795,0
106,funyafunya,Mim,3.833333333,0.12473731203692447,2.4145693896837415,5,2.2999,1
106,shiroi,Adj,3.083333333,-0.27500358342269554,1.4930969867875783,5,1.3272,1
106,majimena,Adj,1.260869565,-0.2527706416684389,-0.7460364365326295,2,1.3813,0
106,yutakana,Adj,2.076923077,-0.23201715629709024,0.2565912842600278,3,1.4318,0
106,tsuma,Noun,0.65,-0.3651271347481757,-1.4965690310882078,1,1.1079,1
106,jimoto,Noun,1.285714286,-0.33327772650501697,-0.7155114701870898,2,1.1854,0
106,miseru,Verb,1.461538462,-0.3828395153324357,-0.49948863559247914,2,1.0648,0
106,kitanai,Adj,1.909090909,-0.6576074424469642,0.05038766941971763,3,0.3962,1
106,kasaneru,Verb,3.3,-0.42471635017086,1.7593001258115684,5,0.9629,0
106,wasureru,Verb,1.545454545,-0.588771624631105,-0.39638682940095415,2,0.5637,0
106,goshagosha,Mim,1.5,-0.5253193842086054,-0.45223364113922304,2,0.7181,1
106,noberu,Verb,0.928571429,-0.5647715544194859,-1.1543078523430774,1,0.6221,0
106,kasanaru,Verb,1.857142857,-0.5604975693133072,-0.013437258983235436,3,0.6325,0
106,gusha,Mim,2.75,-0.22568837065909478,1.0835536970210489,5,1.4472,1
106,kimazui,Adj,2.222222222,-0.3336064945901076,0.43511015396923863,4,1.1846,0
106,mukashi,Noun,0.785714286,-0.02645491109414803,-1.3298264054511986,1,1.932,1
106,kako,Noun,0.384615385,-0.237893885818086,-1.8226284962558388,1,1.4175,0
106,petan,Mim,2.307692308,0.055942590231701415,0.5401212546654541,4,2.1325,0
106,hiyohiyo,Mim,1,0.13788803544055134,-1.0665485764033318,1,2.3319,0
106,nigatena,Adj,1.235294118,-0.5334974903252359,-0.7774591946689405,2,0.6982,1
106,kusai,Adj,2.083333333,-0.5344837945805078,0.2644671162593607,3,0.6958,1
106,namida,Noun,1.8,-0.4293191033621293,-0.08364467998075774,3,0.9517,1
107,hiroi,Adj,2.538461538,0.47376573037130837,0.8236512238422505,4,3.1492,1
107,nosori,Mim,0.9,-0.07087969859202493,-1.1894115634561535,1,1.8239,1
107,wasureru,Verb,1.545454545,0.40447785643844936,-0.39638682940095415,2,2.9806,1
107,gusha,Mim,2.75,0.8442051702472223,1.0835536970210489,5,4.0506,1
107,kimazui,Adj,2.222222222,-0.0036466251909826677,0.43511015396923863,4,1.9875,0
107,mizu,Noun,1.5,0.20023068357586984,-0.45223364113922304,2,2.4836,0
107,yume,Noun,1.777777778,-0.265346020923157,-0.11094756571946719,3,1.3507,0
107,mitsumeru,Verb,1.923076923,0.11832633437765636,0.06757130398974359,3,2.2843,1
107,hana,Noun,2.857142857,0.32269679527214495,1.215192611544982,5,2.7816,1
107,debudebu,Mim,1.736842105,0.09835367320839809,-0.16124235633744252,3,2.2357,1
107,nigatena,Adj,1.235294118,-0.06631804141139191,-0.7774591946689405,2,1.835,0
107,yuku,Verb,0.818181818,-0.19137320177775602,-1.2899358258136677,1,1.5307,1
107,petan,Mim,2.307692308,0.5425604521765314,0.5401212546654541,4,3.3166,1
107,tobu,Verb,3.2,-0.23189386826518124,1.6364371387587469,5,1.4321,1
107,haha,Noun,2.357142857,0.23799791735066067,0.6008776762808733,4,2.5755,1
107,funyafunya,Mim,3.833333333,0.8169585151953329,2.4145693896837415,5,3.9843,1
107,shiroi,Adj,3.083333333,-0.01240007545652183,1.4930969867875783,5,1.9662,1
107,matsuri,Noun,2,-0.2392089581584487,0.1620812941248857,3,1.4143,0
107,noberu,Verb,0.928571429,-0.4667575690518295,-1.1543078523430774,1,0.8606,0
107,kagiri,Noun,1.642857143,-0.3681271435246281,-0.2767150880311019,3,1.1006,1
107,takumina,Adj,0.944444444,-0.5121275647943422,-1.1348057919787349,1,0.7502,1
107,kotoba,Noun,2.727272727,-0.3405106243770118,1.0556302905375994,5,1.1678,1
107,kuchi,Noun,2.2,0.2685733492640932,0.40780726823052943,4,2.6499,0
107,toboshii,Adj,1.8,-0.16248270630041325,-0.08364467998075774,3,1.601,0
107,naritatsu,Verb,1.181818182,-0.08777015896355822,-0.843161326992996,2,1.7828,0
107,hiku,Verb,2.352941176,-0.3820997871409817,0.5957153654978423,4,1.0666,1
107,yutakana,Adj,2.076923077,-0.36841481559908246,0.2565912842600278,3,1.0999,0
107,shinu,Verb,2.25,-0.31149684086776,0.46923876175694007,4,1.2384,0
107,marui,Adj,3.666666667,-0.45714110256292745,2.2097977454147912,5,0.884,1
107,kitanai,Adj,1.909090909,-0.28638717836895994,0.05038766941971763,3,1.2995,1
107,tochi,Noun,1.2,-0.3892504929917038,-0.8208226022976883,2,1.0492,0
